iter	RMSE
0	0.1445709101
1	0.1384491411
2	0.1328807495
3	0.1269435249
4	0.1216162142
5	0.1164101436
6	0.111711936
7	0.1070362724
8	0.1032815865
9	0.0987961249
10	0.09483502091
11	0.09067136059
12	0.08697971381
13	0.08335335582
14	0.08003037
15	0.07644022012
16	0.07357145243
17	0.070650091
18	0.06789260092
19	0.06496498179
20	0.0622341628
21	0.05963377006
22	0.05711866491
23	0.05482949621
24	0.05248247983
25	0.05048531184
26	0.04832155781
27	0.0464736722
28	0.04448247803
29	0.04276047683
30	0.0408750145
31	0.03930483804
32	0.03776868729
33	0.03636651982
34	0.03486235908
35	0.0336095545
36	0.03229688791
37	0.03090506316
38	0.02967575852
39	0.02848425175
40	0.02756030257
41	0.02638166442
42	0.02543930327
43	0.02447940413
44	0.02357298907
45	0.02268333882
46	0.02174490791
47	0.02091830815
48	0.02016577083
49	0.01942553013
50	0.01865969128
51	0.01792385835
52	0.0172315975
53	0.01656709094
54	0.01595890546
55	0.01540656458
56	0.01491498836
57	0.01450172543
58	0.01399033015
59	0.01348759216
60	0.01301444534
61	0.01264338394
62	0.01223225317
63	0.01188975606
64	0.01155231175
65	0.01122891484
66	0.010892878
67	0.01062432988
68	0.0103668136
69	0.0101026317
70	0.00984616003
71	0.009621777979
72	0.009411755976
73	0.009234827174
74	0.009047633289
75	0.008868680315
76	0.008694676384
77	0.008506687569
78	0.008355993499
79	0.00820611984
80	0.008068386614
81	0.007935666153
82	0.007812416537
83	0.00768517122
84	0.007580097812
85	0.007475094236
86	0.007376805847
87	0.007284305017
88	0.007208152567
89	0.007116233464
90	0.007033808865
91	0.006953798896
92	0.006899720736
93	0.006830612509
94	0.006759338212
95	0.00670263893
96	0.006643731633
97	0.006603923447
98	0.006548960171
99	0.006504654839
100	0.006474641221
101	0.006432076579
102	0.006396630304
103	0.006344610849
104	0.006308165785
105	0.006277966297
106	0.006249209418
107	0.00620520952
108	0.006159969425
109	0.00613144359
110	0.00608698344
111	0.006059245103
112	0.006036106815
113	0.00600951263
114	0.005974059792
115	0.005948697441
116	0.005930341012
117	0.005887948308
118	0.00586394103
119	0.005850695257
120	0.005832314761
121	0.005792847073
122	0.005777066001
123	0.005763468864
124	0.005746436871
125	0.005717479902
126	0.005704576112
127	0.005693501158
128	0.005668222342
129	0.00565638511
130	0.005643589298
131	0.005623564872
132	0.005611839316
133	0.005594172821
134	0.005585427757
135	0.005555270217
136	0.005519793749
137	0.005503578974
138	0.00547029526
139	0.0054597352
140	0.005439920348
141	0.005410570799
142	0.005379275867
143	0.005356576974
144	0.005334479003
145	0.005298680981
146	0.005269573922
147	0.005264560726
148	0.005257447304
149	0.005239382582
150	0.005232768053
151	0.005206965843
152	0.00519017124
153	0.005161455962
154	0.005143208646
155	0.005130683473
156	0.005125633104
157	0.005103880442
158	0.005089664178
159	0.005068043843
160	0.00506326099
161	0.005048581771
162	0.005045702132
163	0.005028593834
164	0.005018770644
165	0.005004613155
166	0.004997442053
167	0.004974332022
168	0.00496824529
169	0.004949151402
170	0.004936966827
171	0.004922264266
172	0.004907468794
173	0.004890742037
174	0.00488000865
175	0.004866723246
176	0.004844076479
177	0.004824063455
178	0.004813859658
179	0.004804428612
180	0.004792077809
181	0.004770953528
182	0.004756483551
183	0.004747018311
184	0.004735148069
185	0.004713297226
186	0.004700011496
187	0.004678353169
188	0.004668986042
189	0.004659628642
190	0.004646503403
191	0.004625754072
192	0.004614339509
193	0.004612144925
194	0.004590115128
195	0.004581990572
196	0.004560955118
197	0.004553753295
198	0.004546253608
199	0.004527676884
200	0.004519181523
201	0.00449711727
202	0.004490754167
203	0.004480025692
204	0.004473061542
205	0.004472271327
206	0.004468285929
207	0.00445214092
208	0.004432112748
209	0.004426836915
210	0.004418703713
211	0.004415715664
212	0.004410042539
213	0.004400686301
214	0.004398687641
215	0.004393203748
216	0.004383068263
217	0.004377042289
218	0.004372571382
219	0.004371432222
220	0.004357168891
221	0.004347871603
222	0.00433953593
223	0.00433463907
224	0.00432615535
225	0.00431823099
226	0.004303296715
227	0.004293502309
228	0.004291923555
229	0.00428443058
230	0.004282891444
231	0.004274939897
232	0.004263633528
233	0.004253051155
234	0.004244830598
235	0.004242231492
236	0.004227765988
237	0.004205242519
238	0.004196234635
239	0.004180409069
240	0.004178906626
241	0.004170819474
242	0.004157798708
243	0.004154257681
244	0.004134476687
245	0.004129705677
246	0.004121592952
247	0.004119790195
248	0.004113712057
249	0.00410996112
250	0.004108376334
251	0.004104437426
252	0.00408894963
253	0.004086764505
254	0.004084652469
255	0.004079652986
256	0.004075403115
257	0.004071450357
258	0.004061155703
259	0.00405935247
260	0.004055354623
261	0.004044582387
262	0.004042376819
263	0.004022083519
264	0.004014153775
265	0.003995895189
266	0.003978804595
267	0.003967593319
268	0.003959783859
269	0.003949080496
270	0.003947397677
271	0.00393938469
272	0.0039324924
273	0.003926277034
274	0.003920611855
275	0.00390296799
276	0.003901144287
277	0.003899754224
278	0.003891008509
279	0.003883207951
280	0.003881666341
281	0.00387449659
282	0.003868051845
283	0.003857472559
284	0.003856495373
285	0.003840890251
286	0.003839397712
287	0.003836462509
288	0.003834481857
289	0.003826378597
290	0.003816781074
291	0.003808798208
292	0.003800678817
293	0.003798976508
294	0.00379249162
295	0.00379114263
296	0.003781192658
297	0.003771728222
298	0.003769856997
299	0.003768410775
300	0.003763412978
301	0.003753909766
302	0.003748454418
303	0.003746579165
304	0.00374536297
305	0.003744398429
306	0.00374321561
307	0.003741398586
308	0.0037372989
309	0.003730738697
310	0.003728018975
311	0.003726763328
312	0.003717459285
313	0.003709247813
314	0.00370617593
315	0.003704978779
316	0.00370042356
317	0.003693067623
318	0.003678144794
319	0.003677244538
320	0.003669621145
321	0.003668410529
322	0.003664754396
323	0.00365356871
324	0.003645977701
325	0.00363954486
326	0.003629236691
327	0.003627529378
328	0.00362070924
329	0.003615697751
330	0.003614062313
331	0.003605646656
332	0.003599004455
333	0.003589316018
334	0.003587575529
335	0.003586280939
336	0.003580451575
337	0.003572648351
338	0.003567623434
339	0.003561599375
340	0.003554500146
341	0.003553447492
342	0.00355016854
343	0.003549325777
344	0.003542762203
345	0.003539863814
346	0.003537593026
347	0.003533628664
348	0.00353199582
349	0.003527041624
350	0.00352019999
351	0.003515580257
352	0.003514688794
353	0.003510871887
354	0.003509788748
355	0.003507803848
356	0.003506696904
357	0.003500840192
358	0.003495117848
359	0.00349205926
360	0.003491265299
361	0.003488182772
362	0.003483350524
363	0.00348251791
364	0.003475664994
365	0.003469703931
366	0.003465860633
367	0.003460467505
368	0.003458469962
369	0.003455546358
370	0.003449490596
371	0.003447064321
372	0.003441991497
373	0.003440948022
374	0.0034310946
375	0.00343015939
376	0.003422660172
377	0.003418746733
378	0.003405715598
379	0.00340103502
380	0.003400312078
381	0.003399010599
382	0.003393348301
383	0.003386808512
384	0.003380496806
385	0.003374266039
386	0.003366114525
387	0.003364304369
388	0.003360245519
389	0.003355874248
390	0.00335058338
391	0.003349265649
392	0.003341063567
393	0.003337804264
394	0.003332113876
395	0.003326467982
396	0.003319001762
397	0.003314351851
398	0.003313212017
399	0.003301531919
400	0.003300475679
401	0.003296265419
402	0.003290486067
403	0.003286277621
404	0.00327782392
405	0.003273526077
406	0.003272673577
407	0.003260595467
408	0.003249214712
409	0.003243339095
410	0.003239551352
411	0.003234506446
412	0.00322969894
413	0.003222195349
414	0.003216009108
415	0.003210071488
416	0.003209276609
417	0.003208342446
418	0.003204510846
419	0.003203264265
420	0.00320025696
421	0.003196618474
422	0.003191817312
423	0.003186032551
424	0.003181903101
425	0.003177611314
426	0.003167576431
427	0.003161274891
428	0.003156276106
429	0.003154764607
430	0.003154185768
431	0.003152687681
432	0.003147406786
